x1,x2,label
0.587284,0.755579,0
-0.577469,0.233347,1
-1.69465,-0.733088,1
0.739933,1.50504,0
-1.30969,-0.864152,1
1.25681,1.04196,0
0.956571,-2.19775,0
0.22118,-1.93161,0
-0.282258,0.520411,1
-0.504033,0.98337,1
-1.68408,0.627284,0
-1.05148,-2.33437,1
1.69644,-1.18247,1
0.363474,1.14231,0
0.0585812,-0.435624,0
-0.357434,0.0876556,0
0.507035,-0.715953,0
1.37173,0.2986,0
-0.907882,0.814051,1
-0.434782,-0.952729,1
0.691322,-0.497464,0
0.26311,0.849992,0
-1.19329,-2.39323,1
-0.14817,0.219408,1
-1.35391,-0.636882,1
0.153693,-1.59839,0
0.68531,0.854189,0
-0.988944,-0.949705,1
-0.225418,0.46411,1
0.562332,1.63902,0
-0.211347,0.641856,1
1.20788,-1.43214,0
-0.718793,0.579197,1
0.930167,0.813418,0
-1.22109,-0.448196,1
1.7399,0.465855,1
0.0718653,0.292303,1
1.37843,1.11271,0
-0.714,0.923087,1
1.34097,-1.8398,0
0.248253,0.182637,0
0.993637,0.89909,0
0.0229906,-2.55699,0
0.0867741,1.26767,1
-0.984386,0.778271,0
1.33879,-1.13459,0
0.09764,-0.444693,1
-0.309748,2.56349,1
0.457351,-0.715711,0
1.70393,1.7976,1
-2.03846,-0.837593,1
-0.163678,-0.847806,1
0.248026,0.799236,0
0.151503,-0.0353104,0
-0.271973,0.579484,1
-1.2102,-1.1451,0
0.53709,1.31694,0
0.96452,2.22681,1
1.18234,-0.380409,0
-0.0562776,-0.123367,1
-1.50423,-0.708158,1
-1.31086,-0.490971,1
-0.499214,-1.56288,1
-1.91898,0.0100036,1
0.758557,-1.33112,0
-1.23559,2.29442,1
-0.387332,-0.667075,0
-0.68871,0.318554,1
1.94866,1.93676,0
1.66565,2.22332,0
0.583117,0.408376,0
-0.0352042,0.984519,1
-0.265984,0.635989,1
-0.234108,1.02295,1
0.501446,0.58188,0
-0.313656,-0.123368,1
-0.351094,-0.702335,1
1.35868,0.260657,1
0.0223726,0.259079,0
-1.06212,-1.20315,1
-0.543431,-0.779881,1
-1.84523,-0.341953,1
0.295309,-1.19239,0
-0.560035,0.0588723,1
1.13595,-0.247753,0
0.82685,0.748397,0
0.771941,-1.81759,0
-0.377013,-1.60693,1
1.51334,-0.20365,0
0.524671,-1.85159,0
-0.474849,-0.822845,1
-1.43664,-0.65077,1
0.072018,1.64614,0
-1.10398,0.79206,1
0.0488325,-1.35284,0
0.53652,-0.998457,0
0.950454,0.35239,0
1.8352,-1.07748,0
0.381709,0.0678149,0
-1.0595,-0.0221999,1
-1.87105,-0.0562182,1
-0.449687,0.276914,1
0.650664,-0.241022,0
0.570742,-0.426397,0
-0.278769,1.5497,1
1.48173,0.419787,0
-0.632162,1.14824,1
0.910481,0.904315,0
-0.541711,-1.04545,1
0.657665,-1.5176,0
2.35284,1.53156,0
-0.409432,-1.15556,1
-0.79492,0.177498,1
-0.039879,1.48059,1
-0.163369,-2.1817,1
-0.357551,0.235994,1
-1.00135,-0.270042,1
-0.38042,-0.856986,1
-0.655925,0.780091,1
-1.30222,-0.317517,1
-0.409329,-0.578885,1
0.0692673,0.768069,0
-0.18101,-0.0748617,1
-0.452886,-3.45424,1
0.125077,1.69969,0
0.814428,-1.1722,0
0.366082,1.47952,0
-2.2157,-1.3463,1
-0.848101,-1.85805,1
0.241014,-1.74907,0
-0.787691,-0.455325,1
-2.18005,1.44012,1
0.441473,0.253788,0
2.83629,-0.82973,0
-0.906327,0.343575,1
0.581951,1.97399,0
-0.690968,0.892394,0
-1.37867,0.838728,1
-0.323573,-0.229925,1
0.581504,-0.300491,0
-0.524061,-0.297992,1
-0.336555,-0.100607,0
-1.03919,-0.340509,1
-0.351741,1.8082,1
-0.872397,-0.52186,0
1.92414,-0.633873,0
-1.19868,-0.754585,1
0.708034,-0.795604,1
-0.867411,2.01333,1
-1.30754,0.221182,1
1.6859,0.232584,0
-0.0214077,0.929491,1
0.684166,-0.496632,0
-0.313089,-1.40947,1
1.81544,1.01206,0
-0.25694,1.51114,1
2.37251,-1.1157,0
-0.722799,-0.628937,1
1.21768,-0.289053,0
-0.485686,0.298236,1
0.728418,1.32214,1
-0.760005,0.927512,1
-0.91021,-0.592582,1
-1.87135,1.08736,1
2.62753,-1.38444,0
0.413253,-0.218476,0
0.0403581,1.07428,0
-0.0514627,-0.709004,1
-1.32194,-0.47529,1
-0.275686,0.387317,1
-1.54777,-0.968764,1
-2.4414,-0.108957,1
0.648491,1.21616,0
1.28874,0.117402,0
-0.391763,1.03322,1
0.391268,-1.65541,0
3.07411,-1.45353,0
-1.23813,1.97898,0
1.45773,0.367396,0
-0.121001,-0.712998,1
0.441076,0.28601,0
-1.53404,0.124696,1
-1.43926,0.518953,1
-0.214343,-0.0677948,1
-1.20799,-0.231583,0
1.40893,-0.85285,0
0.743309,0.0125144,0
-1.06676,0.431139,1
2.19481,-0.232243,1
0.443934,0.868481,0
0.74446,-1.51521,0
-1.81196,-0.636732,1
1.05082,0.20854,0
-0.552611,1.22414,1
0.0123076,1.2769,0
-0.23457,-0.470099,1
1.31188,-0.0393077,0
0.714146,-0.352285,0
-0.344168,0.419255,1
0.78236,-0.192564,0
0.12058,-1.57459,0
0.455539,-0.326033,0
-0.327694,-0.0357138,1
0.674252,-1.23321,0
1.14088,-0.996357,0
-1.37825,-0.399114,1
-1.70161,-0.164774,1
0.249345,-0.33637,1
0.3275,1.31413,0
-0.376749,0.420118,1
-0.573417,-0.712421,0
0.823133,-0.47243,0
-0.12924,0.053753,1
-1.17678,-2.08444,0
1.4124,-0.0455979,0
-0.755439,0.620713,1
-1.22554,-0.0632357,1
1.46108,-0.213697,0
0.230951,1.19771,0
0.157572,-1.43495,1
1.32822,0.807569,0
0.11983,-0.0720472,1
1.68921,0.839461,0
0.220464,-1.19045,0
-0.101704,0.358701,1
-0.0917753,0.498105,1
-1.09251,0.124029,1
0.490808,-0.020161,1
0.11906,0.723249,1
0.173452,1.18308,0
1.55246,1.38919,0
-0.573963,-0.339196,1
0.472812,-2.73213,0
-0.109796,0.109701,1
0.0489496,0.786587,0
1.16985,-1.65209,0
0.67676,0.36228,0
0.403771,-1.62266,0
-0.442526,1.24262,1
-1.05218,-1.38632,1
0.855066,-1.31647,0
-0.0485613,0.677042,1
-1.9198,-0.711796,1
-1.84575,0.494549,1
0.47017,-0.354975,0
0.34532,-0.715712,0
-2.6184,-0.522398,1
0.0940605,0.887405,0
-0.401602,0.627735,1
-1.57249,-0.8505,1
0.586708,1.51127,1
0.0445098,-0.493461,0
0.229837,-0.0665324,0
0.469738,0.973928,0
0.142191,-1.10177,0
-0.0944775,0.132087,1
0.516596,1.64925,0
1.08991,-0.793037,0
-0.494433,-0.247393,1
0.245397,-0.182036,0
1.09504,-0.164465,0
1.34348,-1.00197,1
-0.415522,2.24768,1
-0.609196,-1.55704,1
-0.989435,0.416907,1
0.335644,-0.178735,0
1.2255,-1.04588,0
0.255948,0.645913,0
0.664554,0.704632,0
-1.07476,-1.21534,0
0.0451498,-0.739944,0
0.200478,-0.316328,0
-0.373141,-0.420521,1
-0.0912838,-0.275831,1
-0.597174,-0.919168,1
-1.32435,0.0679229,1
-1.62246,0.19774,1
-0.185977,-0.375086,1
-0.978377,1.44269,1
-0.504253,0.862393,1
0.668256,3.07003,0
0.437437,2.34087,0
-0.324131,-0.151048,1
0.994888,0.0488092,0
-0.173027,-0.850374,1
-0.688127,-1.58914,1
0.485606,0.396413,1
-0.365178,-0.286682,1
-0.0136491,-0.526399,1
0.390904,0.393269,0
0.684627,1.18672,0
-1.38143,0.19097,1
-0.771499,0.959079,1
-0.473326,2.02082,1
-0.143232,0.650967,1
-0.927793,-0.743057,1
-0.446089,0.235537,0
-0.758394,0.454357,1
0.820598,-0.388977,0
0.566868,-1.4596,0
1.61469,0.205378,0
-1.02906,-0.415585,1
0.151354,0.923698,0
-1.7576,-0.459671,0
0.101389,1.08773,0
0.720987,-0.0710068,0
-0.637523,0.644119,1
-0.269635,-0.724511,1
0.0972194,-1.29274,0
-0.458744,2.28013,1
-0.723853,-0.280941,1
-0.355741,-0.436325,1
-0.701949,2.17569,1
-0.369128,-0.597862,1
-0.434172,0.683395,1
-0.0162412,-0.337034,1
1.80199,-0.130558,0
-0.919036,0.549476,1
-0.804649,0.13144,1
1.10336,0.646876,0
0.872932,1.14439,0
-0.154726,-0.967575,1
1.71075,1.2608,0
1.17041,1.48389,0
-0.448401,-0.909439,1
0.364769,-0.32384,0
0.229851,-0.523271,1
-1.2226,0.568809,0
0.16848,-0.856524,1
-1.36779,0.981439,1
-0.606691,-0.764645,1
0.207306,-0.968016,0
0.147513,0.311208,0
-0.853171,2.54141,1
-0.804926,1.73997,1
0.83284,2.07173,0
0.185935,1.84807,0
-2.02362,-0.3707,1
-0.0347129,-0.696718,1
-0.3677,0.427209,1
0.630546,0.241088,0
-1.62509,-1.086,1
-0.459853,-0.590683,1
-0.845712,1.15321,1
-0.376421,-1.27576,0
0.399039,-0.159386,0
-1.09865,-1.57934,1
0.473218,-0.123106,0
0.523622,-0.825339,0
-1.24287,0.341397,1
-1.58343,-1.64412,1
0.256274,0.290526,0
0.0354021,0.721025,0
0.36333,-1.33004,0
0.479752,2.94124,0
-0.726572,-1.3948,1
-0.913517,-1.09857,1
0.356208,-0.277742,0
-0.557243,0.949284,1
-1.40182,-0.920723,1
-0.652854,1.16043,1
0.904941,1.98092,0
1.84386,-0.0794529,0
-0.85366,-0.0500862,1
1.06626,-1.07085,0
-0.239668,-0.948979,0
1.61161,-1.37792,0
1.12533,0.79081,0
-0.217747,-0.69539,1
0.343355,-1.03731,0
-1.5414,0.0529779,1
-1.69615,0.418754,0
-0.414041,0.777619,1
1.07576,-0.0505147,0
-1.26624,1.08555,1
-1.54713,-0.268129,1
-0.312679,-0.636361,1
1.32359,1.90993,0
-0.866259,0.27407,1
1.47324,-0.272151,0
0.842214,-0.351475,0
-0.668039,1.97825,1
-1.48257,-0.902239,1
0.586218,-0.952187,0
-0.012776,-0.391786,0
-1.40189,-0.471334,1
-0.101556,-0.379565,1
-1.59287,0.655615,1
0.188543,-0.237902,0
0.332914,0.547903,0
0.839024,-0.592609,0
0.948336,0.126025,0
-0.948756,-0.712796,1
2.07731,-0.920011,0
1.05374,1.27268,0
1.82025,-0.446934,0
0.676518,-1.42177,0
0.322001,-0.414271,0
1.41425,2.32065,1
0.0366782,0.544289,0
-0.26773,0.387631,1
-1.58428,-1.09219,1
-0.982897,-0.578566,1
1.42057,-0.22596,0
0.717992,0.215375,0
2.10249,-0.408603,0
-0.829594,1.52203,1
0.957271,-1.24299,0
-0.805005,-0.782344,0
1.70263,-0.145505,0
0.0838003,-1.21284,1
0.342608,-0.976116,0
0.289964,-0.377485,0
0.656764,0.801204,0
-1.61144,0.37574,1
-0.522042,2.8091,1
-0.970241,-0.0823169,1
-0.195838,1.32845,1
-0.429353,0.148966,1
0.228386,-0.194742,0
-2.03614,-0.587357,1
-0.876224,0.99253,1
0.259121,1.78274,1
-1.17612,-0.109259,1
0.128788,0.870966,0
0.602863,-0.401517,0
-0.127582,0.150862,1
-1.3893,-0.915001,1
-0.0449421,2.84489,1
0.559949,-1.08566,0
0.0369916,1.28984,0
-1.16538,1.07614,1
-0.742981,0.966121,1
0.750498,-0.308953,0
0.0174738,-1.06941,0
-0.863418,0.304028,1
2.14652,-0.201207,0
0.948302,-0.493652,0
0.325974,0.0195242,0
0.683558,1.19414,0
0.275036,0.189505,0
-0.545131,-0.0387945,1
-1.3544,0.392147,1
-1.09743,0.743787,1
-1.41116,-0.0676523,0
-0.158151,1.10538,1
-0.0835873,-1.26859,1
0.194637,0.317594,0
-0.135147,-0.431025,1
0.574706,0.0131997,1
0.65922,0.0630613,0
-0.138927,-0.815227,0
-0.308774,0.0630445,0
0.776923,0.663863,0
0.0160765,0.710417,0
-1.35986,0.848539,0
