x1,x2,label
-0.943923,-0.0615689,0
0.509833,1.72792,0
0.00335119,0.319841,0
-0.0757174,0.0964736,1
-1.21122,-0.0663789,1
-0.402779,2.14352,1
-0.349321,-0.486107,1
-1.2473,0.345659,1
-0.844792,-0.329501,0
-0.041156,-0.670203,0
0.636407,0.515519,0
1.43357,-0.486421,0
-1.32657,-0.778675,0
1.04108,0.153521,0
0.888581,0.224656,0
-0.497215,-0.408483,1
1.31555,1.75506,0
-0.133342,0.0914901,1
-0.330907,-0.83486,0
1.77112,-0.970614,0
1.3622,0.733702,0
1.55644,-1.32192,0
-0.448834,-0.117191,1
-0.650337,-0.21791,1
-0.595634,1.58942,0
-1.16532,0.292917,0
-0.100596,-0.256334,1
0.45211,-0.770645,0
0.0124626,-0.427069,0
0.936248,-0.117089,0
0.0982437,0.587511,0
0.548035,-0.0735829,0
0.014267,0.722896,0
-1.44285,-0.549004,0
-0.375061,-0.280636,1
-0.244808,0.114358,1
-1.80671,-0.522549,1
0.914879,-0.0288446,0
0.129392,0.758905,0
0.172884,-0.31294,0
0.79091,0.354786,0
1.39997,1.29841,1
-1.08988,-0.240998,1
0.613233,1.14617,0
0.230335,0.17207,0
-1.87434,-1.32541,1
-0.631101,0.679762,1
1.20128,-0.171761,0
0.923458,1.17427,0
-0.356128,0.733934,1
1.57242,0.887875,0
-0.337376,-0.080787,1
3.25085,-1.25367,0
-1.67585,1.48617,1
1.48774,-2.11983,0
-0.419406,-1.25911,0
0.353642,0.450243,0
1.22947,-0.151721,0
1.13672,0.404972,0
0.468437,-0.888984,0
0.0209745,0.773643,0
-0.364969,0.310635,1
-0.507735,-1.06654,1
-0.689305,-0.863754,1
-0.509556,1.31618,1
-0.0416231,-0.94525,0
-1.45308,2.24398,1
1.60849,-0.365545,0
-0.478607,0.48695,1
-1.01272,2.07175,1
-0.998575,-1.68839,1
-1.06347,2.02042,1
-0.191014,-0.292973,1
1.01073,-1.08671,0
-1.3309,1.28279,1
-0.512064,2.88755,0
0.77539,0.626726,0
-1.05007,2.38008,0
-1.71425,0.381998,0
-0.182147,-0.815853,1
-0.0653843,0.875618,1
-1.47108,0.997245,0
0.860913,-2.72959,0
0.535204,-0.868711,1
0.494153,-0.510192,0
0.12828,0.542219,0
1.36691,0.886354,0
1.34777,-0.149911,0
-1.05773,-0.828993,1
-1.15899,0.824859,0
1.30639,0.134856,1
-1.59829,-0.776864,1
0.494619,-1.18809,0
0.175939,1.72062,0
-2.21108,0.895527,1
0.523887,-0.346458,0
-1.37902,-1.26788,1
