x1,x2,label
0.411645,-0.40199,0
1.11652,-0.0946507,0
0.558685,-0.683505,0
-0.55539,0.389801,1
-0.169147,1.0171,1
-0.246349,1.16227,0
-0.382793,-0.942065,1
0.520868,-2.15659,0
2.18244,0.0523199,0
-0.628996,1.04202,1
1.27157,1.14482,0
2.267,1.09465,0
1.00657,-0.670115,0
-0.577327,-0.832979,1
0.00152656,0.644831,1
-1.29469,-0.816563,1
0.677805,0.0760625,1
0.764647,-1.13576,1
-0.932843,1.03639,1
-0.599117,0.0481165,1
0.0203969,0.834907,0
0.225163,0.848453,1
0.273591,-0.358067,0
0.980208,-1.41319,0
0.685891,-0.759116,0
1.32804,-1.91638,0
-0.555471,-1.16837,1
-0.921056,-2.24035,1
-0.459658,-0.639264,1
-0.730469,-0.343998,1
0.791675,1.31953,1
-0.390093,1.26231,1
1.23311,0.491736,0
1.36108,0.284346,0
1.79393,2.07258,1
-1.00849,0.981045,1
-1.1012,0.71752,1
-0.597456,-0.552941,1
-0.499338,0.730389,1
-0.381585,-1.54632,1
1.8529,2.45752,0
0.691237,0.925684,0
1.10445,1.3168,0
1.91261,-0.247541,0
2.0428,2.15609,0
0.736306,-0.374859,0
-1.17422,-0.536506,1
-1.23838,-0.0839685,1
-2.16902,-2.26203,1
0.526461,-0.419033,0
-0.0952067,0.586464,1
-1.30342,1.45268,1
0.757366,-2.34057,0
-2.6861,0.666718,1
0.886506,1.66814,1
-0.979192,0.134142,1
1.55995,0.593222,1
-0.325113,0.0289306,1
-0.753567,-1.35992,1
0.137074,2.18942,1
1.17949,-1.73407,1
-1.43947,-0.612073,1
-2.04497,-0.187565,0
-0.00712335,-0.913308,0
-0.586952,0.580999,1
-0.533192,-0.628542,1
0.765106,-1.22525,1
-0.478268,1.99775,0
-0.542945,-0.43945,1
0.554809,1.03614,0
-1.54205,-2.27907,1
-0.690531,0.830336,0
-1.65363,-0.546598,1
-0.446804,0.462,1
1.24063,-0.128191,1
1.53134,-0.408757,1
-1.09588,-1.97954,1
-0.530765,0.0943806,1
-1.60903,-1.78014,1
-1.08292,-0.0467531,1
1.27842,-1.05964,1
1.31918,-0.963673,0
1.58383,-0.43376,0
0.236264,-1.71251,1
-0.491729,-0.473411,0
1.75822,-0.000281108,0
-0.805727,-0.858678,1
0.805722,-0.328613,0
1.95936,-0.933476,1
0.265631,0.181767,0
-0.421437,1.34304,1
0.00638564,-1.38493,0
-0.727805,-0.137723,1
0.919018,1.604,0
1.18022,-0.467048,0
1.58073,0.26907,1
0.483164,1.74843,1
0.510206,0.136452,1
-0.167186,-0.315689,1
-1.21248,1.03368,1
2.09472,-0.563636,0
0.964986,1.13507,1
-1.12689,0.283311,1
0.0852479,-1.00994,1
0.0473095,-0.773851,0
-1.69092,-1.7378,1
-0.0112731,1.82336,1
-1.64833,-1.82115,1
0.7496,0.621163,0
-1.04659,1.56072,1
0.00747185,-0.63901,1
0.0247847,-0.551064,0
1.43317,0.137003,0
1.86755,0.464146,1
0.201265,-0.590734,0
-0.258618,-0.873295,1
-0.159628,-0.881976,0
-0.211588,-0.0791494,1
2.51994,-0.274391,1
0.628703,1.47688,0
-1.62225,-0.548525,1
0.792609,-0.9208,0
0.946463,0.816719,1
0.569174,-1.27861,0
-0.371222,1.51797,1
-0.710815,-0.492638,1
0.601773,0.981216,0
-1.94153,1.3358,1
0.295768,0.706848,0
-0.393815,-1.30234,1
2.22186,1.18099,0
-0.744352,-0.280293,1
-0.942257,-1.32836,1
0.363275,-1.27078,1
0.648951,-1.10896,0
-0.347537,-0.195807,1
-1.30583,0.788484,1
1.18318,0.312861,0
-0.501697,-1.09517,1
-0.021666,-0.643198,1
-0.243765,0.805917,0
0.226828,1.04768,1
-0.466066,-1.13761,1
-0.36154,-0.723971,1
-0.508902,-0.592,1
0.15045,0.665362,0
