x1,x2,label
1.28224,-0.767112,0
-0.550283,-0.241172,1
0.60245,0.229397,0
0.793559,0.320505,0
-1.57395,0.324993,1
0.366137,0.447075,0
0.539503,-0.614673,0
-0.333088,0.89888,0
-0.66385,-0.482916,1
1.34459,-0.279507,0
-1.06994,1.13294,1
0.074164,0.127038,0
1.88873,-0.798322,1
-0.124999,1.41546,1
1.20004,-0.700365,1
0.916564,0.828835,0
0.392769,0.202674,0
0.560793,1.7162,0
0.343878,0.354552,0
2.26583,0.733802,0
-0.644369,0.0940822,0
0.905309,-0.51751,0
-0.193505,-2.16081,0
-0.609228,0.0527185,1
0.132766,0.144238,1
-1.08494,-0.55801,0
1.36673,0.0527302,0
1.07323,-2.38244,1
-0.185035,0.0567837,1
0.601389,1.47214,0
1.94438,1.4272,0
1.31711,-0.989293,0
-1.23901,-0.937205,1
-0.383289,-0.647965,1
0.313214,-1.42551,1
-1.65929,-0.424492,1
0.684688,1.21867,0
-0.799196,0.0305667,1
0.515371,0.269992,1
-0.979568,-2.25774,1
2.52844,0.358024,0
0.569212,0.0257051,0
-0.548591,-0.440796,0
-0.379555,1.61707,1
-0.762292,0.36215,1
0.968337,0.581934,0
0.965057,-0.711961,0
-0.613012,2.23602,1
0.220949,-0.128421,1
1.45311,1.04468,1
0.0755213,-1.56785,0
1.27795,0.0870178,0
0.420827,0.503366,1
-0.538843,-0.080668,1
1.71536,-0.208212,0
1.37088,0.312853,0
0.634906,-0.951822,0
1.12271,-0.658086,1
-0.163471,0.203763,1
-1.07286,-2.67799,1
-2.34453,0.327933,1
-1.19824,-0.357078,1
-0.983729,-1.97973,1
-1.11626,-2.16784,1
-0.00599265,0.59852,1
-0.144318,-1.21506,1
-0.425918,0.332183,1
-0.602869,-0.0676654,1
0.0867426,0.615751,0
-0.432455,-0.0413751,1
0.796033,0.0808274,0
-1.69393,-1.03057,1
0.0911893,-0.416189,0
0.898293,0.896558,0
-0.120487,-0.254805,1
-0.381252,0.208397,1
-0.619185,-0.502293,1
-0.518777,-1.84257,1
0.0644238,0.0791223,1
0.357999,-0.935787,1
-0.215855,0.00245504,1
-1.26769,0.29893,1
0.0107392,-0.152705,1
0.875037,-0.824791,0
1.64643,0.111966,1
-1.34334,-1.72592,1
1.18216,-1.12428,1
-1.44195,-0.845765,1
-1.41124,-0.73995,0
0.521727,-0.362966,1
-0.155238,2.98476,1
-0.665959,-1.43759,1
1.26018,0.547367,1
-0.470309,-1.50378,1
-0.420453,-0.586188,1
1.07865,-0.438947,1
0.862015,-0.428333,0
-0.419657,1.27095,1
0.183325,0.086931,0
-1.72253,-0.50832,0
-1.69694,0.213417,1
0.234442,0.441352,1
0.40812,1.83127,0
-0.151634,0.391238,1
-1.39327,-1.18262,1
-1.11853,-0.834726,1
-1.41341,0.843798,1
0.532833,0.947938,0
0.538633,-0.556146,0
-0.484214,-2.14389,1
0.0938969,-0.525632,0
-1.12462,0.567249,1
-0.333749,0.305491,1
0.831381,0.697919,1
-0.298592,0.592293,1
1.05633,-0.136043,0
-1.9491,-1.54111,1
0.597639,0.590494,0
-1.80705,0.45869,1
-1.46172,-0.536688,1
0.0977273,-1.03426,0
-0.40963,-1.57932,0
-0.0727138,-2.41934,1
-0.178809,-1.44198,1
-0.377618,-0.715253,1
-0.745182,-0.735497,0
-1.63396,0.553997,1
0.814882,0.292653,0
-0.433114,-0.0887041,1
-1.58009,-1.41594,1
0.717099,1.9132,0
-0.666708,-0.765334,1
-0.222553,0.314127,1
-0.837403,-1.19724,1
-0.234649,-1.3629,1
0.0980561,-0.259265,0
-1.92565,-0.812662,1
-0.134341,-1.60819,1
-0.957217,-0.172425,1
-0.742975,-0.746576,1
-1.12945,0.511338,1
-0.999053,-0.817317,1
0.114795,-0.124604,0
1.19538,-0.131799,0
0.488534,-0.151904,0
-0.082761,-0.24189,1
0.377925,-0.308508,1
0.258301,0.767929,0
0.997364,-0.360035,1
-0.0995205,-0.234221,1
-1.557,0.345785,1
0.039456,0.812183,1
-0.000722148,1.01693,1
0.714091,-1.41835,0
0.756346,-1.77622,1
-1.13774,0.178981,1
-1.4909,-0.230579,1
1.36008,-0.154838,0
-0.931433,0.764948,1
-0.357747,-1.28074,1
0.321058,-0.618842,0
0.087177,0.221943,0
-0.404624,-0.435705,1
-2.69334,2.03648,1
0.865625,-1.44742,0
0.995808,-0.422222,0
-1.24996,0.695319,1
-0.856844,-1.50938,1
0.930443,0.150161,0
2.19885,0.505885,0
0.698844,2.52666,0
0.102613,0.539144,0
1.04084,1.45571,0
-0.943168,-1.08384,1
0.998068,-0.50051,0
-0.702779,0.690075,1
0.390575,-0.282909,0
-1.05603,1.4473,1
0.10934,-0.780607,0
-0.789532,1.04397,1
-1.14022,1.01016,1
-0.0667298,-0.35154,1
-0.302851,1.03049,1
0.0618363,0.599685,0
-1.37363,-0.169454,1
0.646228,0.315728,0
0.433536,1.22122,1
1.22208,0.857502,0
-0.514416,-0.935747,1
-0.208636,-2.18263,1
0.863419,0.121253,0
0.0572648,-0.808606,0
-0.720174,1.16893,1
0.75938,-1.70995,0
-0.238026,0.667519,1
-0.227418,1.1011,1
-1.15235,-0.468297,1
-0.970103,-0.752869,1
-1.39637,-1.54896,1
-0.474836,-0.520193,1
0.387004,0.287546,0
-0.581589,-1.22391,1
1.24572,-1.21153,1
0.922215,-0.159508,0
0.572211,1.53991,1
1.09335,0.0380468,0
-0.958963,0.834923,1
-0.00278674,0.745071,1
-0.17335,0.848861,1
-0.624817,0.851792,1
-1.04512,-0.644676,1
1.19996,1.40735,1
0.632006,-1.20931,0
0.818056,-1.68658,0
-1.17663,2.06318,1
-0.190206,-0.604869,1
0.748439,-0.690637,0
-0.051551,1.82758,1
-0.533725,-0.399463,1
0.560217,-0.157,0
-1.84687,-0.182847,1
0.280465,-1.34561,1
0.488418,0.614671,1
2.19639,0.759413,1
0.807893,0.407078,0
-0.352057,0.474183,1
0.715675,0.34389,0
1.15385,0.844912,0
-0.764309,1.01759,1
-0.0220925,-0.769167,1
-0.149116,-1.2847,1
1.86948,0.352905,0
0.73703,0.401029,1
2.21748,-0.172983,0
0.145561,-0.364747,0
-0.894686,2.95561,1
-1.82253,-0.958596,1
0.0271995,-0.698831,0
0.854254,0.515337,0
-0.641457,-1.04858,1
-1.45979,0.849165,1
-0.472572,0.745302,1
0.547559,-0.358286,0
-1.13544,-0.398143,1
0.295104,0.317017,0
-0.551093,0.157467,1
0.44242,-0.100305,0
-0.595319,-0.341153,1
0.0363467,-0.0617557,0
-0.66691,1.06931,1
1.0196,-0.443745,0
0.705005,-1.15573,0
0.294899,0.450518,0
-1.17675,0.121335,0
1.25562,-0.24179,0
-0.0135248,1.22867,1
0.788026,-0.557278,1
1.20104,-0.985253,1
2.66255,0.936532,0
-0.444303,0.595524,0
-0.814139,1.67736,1
-0.0335172,0.398898,1
0.419323,0.235266,1
1.97224,0.89819,0
-0.94149,-0.544544,1
1.67992,0.986466,0
-0.0679077,-0.461494,1
-1.59604,-0.0354129,1
-0.702182,0.396966,1
-1.24128,0.233411,0
1.04865,0.0856836,0
0.390706,-0.00310867,0
1.6071,0.0486981,0
0.221101,0.0643253,0
0.830028,-0.151964,0
-0.425828,1.8074,0
-0.12812,1.08279,1
-0.999367,-0.63068,1
-1.00219,-0.067821,1
0.152826,0.424137,0
-1.42828,-0.196136,1
1.24618,0.107202,1
1.25129,0.870957,1
0.705582,0.41326,0
1.31433,-0.224741,0
-0.837103,-0.727003,1
-0.495521,-0.379937,1
1.156,0.481011,0
-0.0700604,1.35191,1
-0.497597,0.617764,1
0.300485,-0.218956,0
0.456919,-1.26842,0
-1.05593,-0.956233,1
0.693196,0.338776,0
1.68416,-0.369933,0
-0.980789,-0.549797,1
0.330406,-0.502108,0
0.420969,0.65597,0
0.590486,-1.83851,1
0.554884,0.0698655,0
-1.50501,-0.353719,1
-0.101186,0.260026,1
0.230069,0.544186,0
-0.578356,-0.620958,1
-1.28847,0.568827,0
-1.5466,-1.05476,1
-2.18879,-0.633039,1
-0.190572,1.13022,1
-1.15882,0.611161,1
0.201642,-0.36467,1
-0.166058,-0.485171,1
-1.7023,-1.0412,1
1.23707,-1.11796,1
0.030576,1.33539,0
0.717292,2.32477,1
-0.600069,1.57436,1
-0.657215,-0.211558,1
-1.97122,-1.65702,1
-1.71681,1.91042,1
0.85615,-1.22091,1
0.846765,1.1945,0
0.839031,-0.722181,1
0.493171,0.3793,0
0.311612,2.9877,0
0.147761,-0.123483,0
0.308535,1.3273,0
-0.46078,0.548223,1
1.58863,-0.250131,0
-0.654229,1.17541,1
-0.874007,0.874893,1
0.736076,2.12572,0
-0.899288,-0.873315,1
0.552154,-2.16487,0
0.0553577,-0.77629,1
0.994527,-2.01016,0
0.126276,0.357479,0
-0.440183,0.374616,1
1.97965,2.37007,0
-0.767943,0.882689,1
-2.57167,-3.03922,1
-0.123412,-1.41156,1
0.081999,-2.15381,0
0.758611,-0.701321,0
1.662,1.63155,0
-0.0490857,-0.564008,1
0.0662886,0.00876634,1
-0.745685,-0.658583,1
-0.815518,-0.0161144,1
-0.00666158,1.12102,1
-0.145534,0.575789,1
1.54391,0.187571,0
-0.381406,2.84907,1
-0.939902,1.33734,1
-1.23821,-0.77315,1
1.2221,-1.22108,0
-0.933841,-0.013418,1
-1.24027,-1.55038,1
0.0446,-0.563172,0
1.72451,-2.45238,0
-2.16931,-0.327398,1
2.01667,0.96958,1
1.32455,1.54341,0
0.87708,1.25501,1
-0.659455,-0.742902,0
0.729325,-1.08364,0
0.309681,0.579559,0
1.32307,-0.468287,0
-0.446863,0.996365,1
-0.534041,0.310622,1
-0.583273,0.155478,1
-0.162822,0.267245,1
-0.354954,-0.0967871,1
-1.55269,-1.28574,1
-0.211857,-1.43013,1
0.393472,-0.992266,0
1.32738,-0.136091,0
1.2015,0.0604621,1
1.23839,1.40951,0
1.51715,-1.04354,0
0.0926759,-0.925628,0
0.203028,-0.852973,1
0.609469,0.220525,0
2.67314,-0.969091,1
-1.08387,0.402593,1
0.679151,-0.582165,0
-1.71833,0.838094,1
-1.13356,-0.773603,1
2.05974,0.845637,1
1.79521,-0.871257,0
-0.115863,0.161908,1
-0.284938,-0.093201,1
-0.289299,-2.52993,1
-0.789035,2.0193,1
0.339152,1.09336,1
-1.19346,0.398177,1
-2.00657,0.965324,1
-1.44585,-0.119176,1
-0.224268,-0.309054,1
1.86893,-0.341068,0
0.574682,0.43317,0
-0.171078,-0.294339,0
0.279258,-0.275224,0
-0.0823592,0.213332,1
-1.49683,-0.526727,1
0.420882,0.153571,0
0.721541,0.550846,1
0.0405994,1.42463,0
2.70566,-0.870943,0
-1.84963,0.812879,1
0.308447,0.991265,0
-1.23715,0.842108,1
-1.88668,-0.150994,1
-0.360612,-0.425903,1
0.495163,0.154597,0
-1.18979,1.23089,1
-0.256585,2.02504,1
-0.891614,0.333903,1
-0.586985,-0.776987,1
0.226681,-0.59895,0
-0.33896,0.224399,1
-2.32097,0.477667,1
1.77509,0.505839,0
-0.390979,0.324431,1
0.00908249,1.13359,0
0.736043,-0.727426,1
-0.996069,1.07692,1
-0.538036,-0.00749719,1
0.665473,0.732916,0
0.305342,1.8607,0
0.477895,0.0669861,0
-0.699577,-0.612839,1
-0.216636,-0.0314219,1
-0.0393402,-1.47389,1
-2.01903,-0.296286,1
0.48948,0.365901,0
0.329269,-0.736685,0
-2.1571,-0.713044,0
-0.00655156,-0.314208,1
-0.294981,-1.07972,1
0.788327,-0.482006,0
-0.198647,-0.259835,1
-1.80866,0.369344,1
-0.00110198,1.04265,1
-0.341011,-0.969844,1
-3.36928,-0.604191,1
-0.878899,-1.45326,1
1.62952,-0.666271,0
0.11774,1.29766,0
0.0815843,-0.319657,0
1.70857,0.898111,0
-0.741752,-0.0511379,1
0.0457301,-0.472604,1
-0.449433,-0.198332,1
0.829522,-0.0665201,1
1.08273,0.340852,0
1.38423,1.20201,0
-0.68499,2.61028,1
-0.210403,-0.5901,1
-0.452932,-0.326406,1
1.00201,-0.341068,0
0.162784,-1.11652,0
1.76983,-0.951245,0
-1.35242,1.08213,1
1.40234,1.13318,0
2.61506,-1.73224,0
0.517195,-0.556002,0
-0.41206,-0.982392,0
-0.321885,0.258094,1
-0.363922,-0.716443,0
2.02656,2.29969,0
-1.68657,0.499251,0
0.358553,-1.37719,0
-2.97802,0.806691,1
0.250336,1.41921,0
-0.467305,-0.248334,1
-0.134932,-0.80917,1
0.698743,0.592586,0
-0.347284,1.04239,1
-0.505785,0.607765,1
-1.09597,-0.135572,1
0.562597,2.26563,0
0.295134,0.965686,0
-2.06789,-2.16269,1
-0.160439,0.954025,1
1.09004,-0.902396,0
0.111254,-0.782612,0
-0.0306982,0.240013,1
0.301423,0.435021,0
0.776905,-0.592634,1
0.447043,1.08076,1
-1.00787,-1.35872,1
-0.239888,-1.09911,0
1.09529,-0.337307,0
1.42947,0.140651,0
-0.560975,0.985271,1
-1.95823,-0.822736,1
0.387712,-0.440544,0
0.531385,-0.142313,0
0.396749,-0.0517329,0
-1.53557,-0.434141,0
-1.1773,0.665379,1
-1.34052,0.778044,1
0.133254,-0.665638,1
1.49008,-1.17536,1
-0.1835,-0.478769,1
0.399284,0.162892,0
-0.539995,0.16984,1
-1.22487,0.657899,1
