x1,x2,label
0.340859,1.22173,0
0.212405,0.438455,0
0.732442,-0.0785402,1
0.618752,1.52963,1
1.09989,0.402445,0
-0.651523,-0.112051,0
-0.0916007,-0.624812,0
1.43317,2.23521,0
-0.897061,-0.413903,1
0.984933,-2.53932,0
0.894076,0.320546,0
0.473964,-1.26771,0
-0.495467,0.519828,1
-0.0714393,1.63705,0
-0.986521,-0.0677198,1
0.131182,0.230307,0
-0.256244,-1.61076,1
0.240675,-2.08831,0
0.837621,-0.0420525,0
-0.267729,-0.801686,1
-2.31788,0.327965,1
-0.308133,1.2041,1
-0.892392,-2.83798,1
0.0958104,-0.382145,0
0.331677,0.096425,0
-3.80905,-1.23006,1
-0.194378,1.03234,0
-0.925426,0.415974,0
0.540923,-0.715238,0
-0.269099,0.447042,1
-0.101278,-0.101429,0
-1.07242,0.585423,1
0.83006,-0.351242,0
0.778404,-0.0072357,0
-1.24334,0.529244,0
0.358744,-0.0341285,0
-1.01169,-0.828727,1
0.604493,0.17347,0
-0.126771,-0.0132595,0
1.27865,0.168887,0
-0.359427,-1.1024,1
-0.424934,1.65119,1
-0.944218,0.594966,1
-1.4611,1.49996,1
-1.23274,-0.881666,1
0.454391,-0.826043,0
0.517019,0.326682,0
-0.743084,-0.380661,1
-0.7232,-1.90993,0
1.88889,-2.08819,0
-0.931666,1.23914,1
-0.69443,-0.388397,1
1.08446,-1.59028,0
1.85288,1.9899,0
1.75415,0.17685,0
1.35573,0.795207,0
0.140008,-0.977884,0
-0.931654,1.70036,0
0.368816,1.22833,0
0.199848,-0.130361,0
1.4287,-1.17367,0
-1.51574,-0.413189,1
-1.00523,1.36278,0
-0.113266,1.71987,1
0.240542,0.534147,0
-0.560279,0.366653,1
0.307044,0.622381,0
0.943795,0.436471,0
0.484446,0.351894,0
-0.984332,0.373316,1
-0.0786886,0.210362,1
0.44402,0.192071,0
0.719901,-0.556844,0
-0.268124,-0.689326,1
1.97929,-0.292524,0
-0.907386,0.0335315,1
0.12127,-0.796798,0
0.374371,0.0450421,0
0.0990043,-2.94094,0
-2.48255,-0.76246,0
-1.28661,0.505042,0
-1.32793,-0.334351,1
-0.60629,2.27212,0
0.0711275,0.773847,0
1.16026,1.44404,0
